dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-21T15-30-00Z,45.7616667,13.4963333,11.39,21.06,11.25,-0.088,0.02,0.09,282.8,0.016,-0.02,0.026,141.34
2024-09-21T15-40-00Z,45.7616667,13.4963333,11.37,21.06,5.69,-0.093,-0.006,0.093,266.31,-0.011,-0.015,0.019,216.25
2024-09-21T15-50-00Z,45.7616667,13.4963333,11.35,21.06,25.11,-0.096,-0.015,0.097,261.12,0.006,-0.03,0.031,168.69
2024-09-21T16-00-00Z,45.7616667,13.4963333,11.33,21.06,35.13,-0.086,-0.021,0.089,256.28,-0.02,-0.061,0.064,198.15
2024-09-21T16-10-00Z,45.7616667,13.4963333,11.31,21.07,23.65,-0.111,0.005,0.111,272.58,-0.006,-0.037,0.037,189.21
2024-09-21T16-20-00Z,45.7616667,13.4963333,11.29,21.08,29.83,-0.036,-0.006,0.036,260.54,-0.001,-0.039,0.039,181.47
2024-09-21T16-30-00Z,45.7616667,13.4963333,11.29,21.08,21.12,-0.046,0.016,0.049,289.18,0.005,-0.044,0.044,173.52
2024-09-21T16-40-00Z,45.7616667,13.4963333,11.29,21.08,-5.5,-0.029,0.019,0.035,303.23,-0.001,0.012,0.012,355.24
2024-09-21T16-50-00Z,45.7616667,13.4963333,11.3,21.09,-16.54,-0.079,0.012,0.08,278.64,-0.021,0.015,0.026,305.54
2024-09-21T17-00-00Z,45.7616667,13.4963333,11.32,21.09,6.43,-0.028,0.017,0.033,301.26,-0.015,-0.026,0.03,209.98
2024-09-21T17-10-00Z,45.7616667,13.4963333,11.33,21.09,-24.4,-0.068,-0.009,0.069,262.46,-0.048,0.037,0.061,307.63
2024-09-21T17-20-00Z,45.7616667,13.4963333,11.35,21.09,-8.62,-0.057,0.01,0.058,279.95,-0.06,-0.01,0.061,260.54
2024-09-21T17-30-00Z,45.7616667,13.4963333,11.37,21.09,-3.88,-0.025,-0.02,0.032,231.34,-0.019,0.011,0.022,300.07
2024-09-21T17-40-00Z,45.7616667,13.4963333,11.4,21.09,2.19,-0.046,-0.006,0.046,262.57,-0.012,-0.011,0.016,227.49
2024-09-21T17-50-00Z,45.7616667,13.4963333,11.43,21.09,-17.05,-0.033,-0.019,0.038,240.07,-0.038,0.03,0.048,308.29
2024-09-21T18-00-00Z,45.7616667,13.4963333,11.46,21.1,-18.02,-0.072,0.029,0.078,291.94,-0.006,0.023,0.024,345.38
2024-09-21T18-10-00Z,45.7616667,13.4963333,11.48,21.1,-21.24,-0.067,0.012,0.068,280.15,-0.031,0.036,0.048,319.27
2024-09-21T18-20-00Z,45.7616667,13.4963333,11.51,21.11,-11.82,0.02,0.024,0.031,39.81,0.002,0.025,0.025,4.57
2024-09-21T18-30-00Z,45.7616667,13.4963333,11.53,21.11,-16.29,0.009,0.023,0.025,21.37,-0.036,0.022,0.042,301.43
2024-09-21T18-40-00Z,45.7616667,13.4963333,11.56,21.11,-30.28,-0.018,0.026,0.032,325.3,-0.028,0.046,0.054,328.67
2024-09-21T18-50-00Z,45.7616667,13.4963333,11.6,21.11,-26.04,-0.032,0.013,0.035,292.11,-0.024,0.045,0.051,331.93
2024-09-21T19-00-00Z,45.7616667,13.4963333,11.62,21.11,-8.83,-0.003,0.01,0.01,343.3,-0.012,0.008,0.014,303.69
2024-09-21T19-10-00Z,45.7616667,13.4963333,11.64,21.11,-7.37,-0.026,-0.024,0.035,227.29,-0.01,0.005,0.011,296.57
2024-09-21T19-20-00Z,45.7616667,13.4963333,11.67,21.11,-3.3,-0.031,-0.012,0.033,248.84,-0.019,0.003,0.019,278.97
2024-09-21T19-30-00Z,45.7616667,13.4963333,11.7,21.11,-12.39,-0.033,0.025,0.041,307.15,-0.03,0.012,0.032,291.8
2024-09-21T19-40-00Z,45.7616667,13.4963333,11.72,21.11,-0.62,-0.028,0.019,0.034,304.16,-0.041,-0.009,0.042,257.62
2024-09-21T19-50-00Z,45.7616667,13.4963333,11.75,21.12,0.57,-0.01,0.007,0.012,304.99,0.002,0.003,0.004,33.69
2024-09-21T20-00-00Z,45.7616667,13.4963333,11.78,21.12,-2.09,-0.032,0.026,0.041,309.09,-0.009,0.003,0.009,288.43
2024-09-21T20-10-00Z,45.7616667,13.4963333,11.8,21.12,0.92,-0.027,-0.001,0.027,267.88,-0.014,-0.002,0.014,261.87
2024-09-21T20-20-00Z,45.7616667,13.4963333,11.82,21.12,-7.76,-0.015,0.011,0.019,306.25,-0.04,0.005,0.04,277.13
2024-09-21T20-30-00Z,45.7616667,13.4963333,11.85,21.12,-11.64,-0.008,-0,0.008,270,-0.028,0.019,0.034,304.16
2024-09-21T20-40-00Z,45.7616667,13.4963333,11.87,21.12,17.4,-0.006,-0.034,0.035,190.01,-0.009,-0.011,0.014,219.29
2024-09-21T20-50-00Z,45.7616667,13.4963333,11.9,21.12,5.44,-0.017,-0.006,0.018,250.56,-0.016,-0.002,0.016,262.87
2024-09-21T21-00-00Z,45.7616667,13.4963333,11.92,21.12,-12.61,-0.011,0.028,0.03,338.55,-0.006,0.016,0.017,339.44
2024-09-21T21-10-00Z,45.7616667,13.4963333,11.94,21.11,0.01,-0.009,-0.016,0.018,209.36,-0.035,0.008,0.036,282.88
2024-09-21T21-20-00Z,45.7616667,13.4963333,11.96,21.11,-8.41,-0.034,0.041,0.053,320.33,-0.026,0.001,0.026,272.2
2024-09-21T21-30-00Z,45.7616667,13.4963333,11.96,21.11,-10.81,-0.015,0.004,0.016,284.93,-0.015,0.018,0.023,320.19
2024-09-21T21-40-00Z,45.7616667,13.4963333,11.98,21.12,-0.72,-0.035,0.007,0.036,281.31,-0.03,-0.006,0.031,258.69
2024-09-21T21-50-00Z,45.7616667,13.4963333,11.98,21.12,0.31,-0.051,0.001,0.051,271.12,-0.04,-0.011,0.041,254.62
2024-09-21T22-00-00Z,45.7616667,13.4963333,11.99,21.12,-3.41,-0.057,0.024,0.062,292.83,-0.001,0.007,0.007,351.87
2024-09-21T22-10-00Z,45.7616667,13.4963333,12,21.12,-3.4,-0.033,0.018,0.038,298.61,-0.002,0.006,0.006,341.57
2024-09-21T22-20-00Z,45.7616667,13.4963333,12,21.12,37.18,-0.033,0.037,0.05,318.27,-0,-0.066,0.066,180
2024-09-21T22-30-00Z,45.7616667,13.4963333,12.01,21.12,49.84,-0.046,0.031,0.055,303.98,-0.003,-0.074,0.074,182.32
2024-09-21T22-40-00Z,45.7616667,13.4963333,12.01,21.12,27.81,-0.02,-0.017,0.026,229.64,-0.015,-0.05,0.052,196.7
2024-09-21T22-50-00Z,45.7616667,13.4963333,12,21.12,37.98,-0.03,-0.025,0.039,230.19,0.014,-0.049,0.051,164.05
2024-09-21T23-00-00Z,45.7616667,13.4963333,11.99,21.12,29.91,-0.02,-0.015,0.025,233.13,-0.019,-0.051,0.054,200.43
2024-09-21T23-10-00Z,45.7616667,13.4963333,11.98,21.11,21.32,-0.004,-0.016,0.016,194.04,-0.015,-0.026,0.03,209.98
2024-09-21T23-20-00Z,45.7616667,13.4963333,11.96,21.09,34.16,-0.025,-0.024,0.035,226.17,0.012,-0.037,0.039,162.03
2024-09-21T23-30-00Z,45.7616667,13.4963333,11.95,21.08,22.47,-0.015,0.023,0.027,326.89,-0.014,-0.042,0.044,198.43
2024-09-21T23-40-00Z,45.7616667,13.4963333,11.93,21.06,24.38,-0.026,0.033,0.042,321.77,-0.015,-0.046,0.048,198.06
2024-09-21T23-50-00Z,45.7616667,13.4963333,11.92,21.04,11.99,-0.027,0.029,0.04,317.05,-0.009,-0.022,0.024,202.25
2024-09-22T00-00-00Z,45.7616667,13.4963333,11.91,21.03,31.49,-0.033,-0.022,0.04,236.31,-0.012,-0.039,0.041,197.1
2024-09-22T00-10-00Z,45.7616667,13.4963333,11.9,21.01,27.51,-0.032,0.016,0.036,296.57,0.009,-0.038,0.039,166.68
2024-09-22T00-20-00Z,45.7616667,13.4963333,11.89,21,10.84,-0.029,0.004,0.029,277.85,0.017,-0.006,0.018,109.44
2024-09-22T00-30-00Z,45.7616667,13.4963333,11.88,20.98,47.8,-0.03,-0.005,0.03,260.54,0.027,-0.066,0.071,157.75
2024-09-22T00-40-00Z,45.7616667,13.4963333,11.87,20.97,46.77,-0.019,0.001,0.019,273.01,0.025,-0.066,0.071,159.25
2024-09-22T00-50-00Z,45.7616667,13.4963333,11.85,20.97,40.87,-0.048,-0,0.048,270,0.004,-0.046,0.046,175.03
2024-09-22T01-00-00Z,45.7616667,13.4963333,11.82,20.97,61.28,-0.009,-0.007,0.011,232.13,0.041,-0.074,0.085,151.01
2024-09-22T01-10-00Z,45.7616667,13.4963333,11.79,20.97,78.3,-0.038,-0.015,0.041,248.46,0.029,-0.104,0.108,164.42
2024-09-22T01-20-00Z,45.7616667,13.4963333,11.75,20.97,59.45,-0.029,-0.015,0.033,242.65,0.083,-0.052,0.098,122.07
2024-09-22T01-30-00Z,45.7616667,13.4963333,11.73,20.97,62.3,-0.048,0.046,0.066,313.78,0.028,-0.091,0.095,162.9
2024-09-22T01-40-00Z,45.7616667,13.4963333,11.71,20.96,66.45,-0.026,0.036,0.044,324.16,0.034,-0.088,0.094,158.88
2024-09-22T01-50-00Z,45.7616667,13.4963333,11.69,20.96,87.39,-0.059,0.031,0.067,297.72,0.051,-0.118,0.129,156.63
2024-09-22T02-00-00Z,45.7616667,13.4963333,11.69,20.95,57.58,-0.03,0.03,0.042,315,0.03,-0.078,0.084,158.96
2024-09-22T02-10-00Z,45.7616667,13.4963333,11.68,20.95,32.61,-0.058,0.007,0.058,276.88,0.006,-0.045,0.045,172.41
2024-09-22T02-20-00Z,45.7616667,13.4963333,11.68,20.95,66.26,-0.033,-0.009,0.034,254.74,-0.017,-0.1,0.101,189.65
2024-09-22T02-30-00Z,45.7616667,13.4963333,11.66,20.94,24.35,-0.085,0.007,0.085,274.71,0.002,-0.039,0.039,177.06
2024-09-22T02-40-00Z,45.7616667,13.4963333,11.65,20.93,62.16,-0.067,-0.028,0.073,247.32,0.018,-0.069,0.071,165.38
2024-09-22T02-50-00Z,45.7616667,13.4963333,11.63,20.93,89.25,-0.037,-0.008,0.038,257.8,0.041,-0.09,0.099,155.51
2024-09-22T03-00-00Z,45.7616667,13.4963333,11.6,20.93,37.38,-0.092,-0.012,0.093,262.57,0.038,-0.048,0.061,141.63
2024-09-22T03-10-00Z,45.7616667,13.4963333,11.58,20.93,29.42,-0.039,0.006,0.039,278.75,0.019,-0.039,0.043,154.03
2024-09-22T03-20-00Z,45.7616667,13.4963333,11.56,20.93,33.38,-0.021,0.008,0.022,290.85,0.005,-0.058,0.058,175.07
2024-09-22T03-30-00Z,45.7616667,13.4963333,11.55,20.93,31.98,-0.003,0.01,0.01,343.3,0.045,-0.036,0.058,128.66
2024-09-22T03-40-00Z,45.7616667,13.4963333,11.56,20.94,1.49,-0.048,0.039,0.062,309.09,-0.004,-0.005,0.006,218.66
2024-09-22T03-50-00Z,45.7616667,13.4963333,11.58,20.94,-4.52,-0.038,0.036,0.052,313.45,-0.015,0.001,0.015,273.81
2024-09-22T04-00-00Z,45.7616667,13.4963333,11.58,20.94,8.26,0.001,0.007,0.007,8.13,-0.022,-0.013,0.026,239.42
2024-09-22T04-10-00Z,45.7616667,13.4963333,11.59,20.94,5.59,-0.041,0.02,0.046,296,0.011,-0.003,0.011,105.26
2024-09-22T04-20-00Z,45.7616667,13.4963333,11.6,20.93,22.3,-0.064,-0.026,0.069,247.89,0.019,-0.019,0.027,135
2024-09-22T04-30-00Z,45.7616667,13.4963333,11.62,20.93,16.33,-0.024,-0.003,0.024,262.87,-0.014,-0.013,0.019,227.12
2024-09-22T04-40-00Z,45.7616667,13.4963333,11.63,20.94,22.16,-0.041,-0.001,0.041,268.6,0.003,-0.006,0.007,153.43
2024-09-22T04-50-00Z,45.7616667,13.4963333,11.63,20.94,12.43,-0.052,0.022,0.056,292.93,-0.013,0.01,0.016,307.57
2024-09-22T05-00-00Z,45.7616667,13.4963333,11.65,20.95,34.51,-0.038,0.015,0.041,291.54,0.023,-0.015,0.027,123.11
2024-09-22T05-10-00Z,45.7616667,13.4963333,11.68,20.95,8.91,-0.021,0.035,0.041,329.04,0.01,0.003,0.01,73.3
2024-09-22T05-20-00Z,45.7616667,13.4963333,11.69,20.95,28.84,-0.013,0.026,0.029,333.43,-0.022,-0.044,0.049,206.57
2024-09-22T05-30-00Z,45.7616667,13.4963333,11.71,20.95,29.09,-0.005,-0.021,0.022,193.39,-0.008,-0.024,0.025,198.43
2024-09-22T05-40-00Z,45.7616667,13.4963333,11.74,20.96,14.21,0.022,0.009,0.024,67.75,-0.021,-0.008,0.022,249.15
2024-09-22T05-50-00Z,45.7616667,13.4963333,11.76,20.96,15.07,0.002,0.007,0.007,15.95,-0.005,-0.009,0.01,209.05
2024-09-22T06-00-00Z,45.7616667,13.4963333,11.78,20.95,2.75,-0.007,0.024,0.025,343.74,-0.001,-0.005,0.005,191.31
2024-09-22T06-10-00Z,45.7616667,13.4963333,11.8,20.95,-1.1,-0.026,0.002,0.026,274.4,-0.026,0.006,0.027,282.99
2024-09-22T06-20-00Z,45.7616667,13.4963333,11.82,20.95,0.87,-0.042,0.021,0.047,296.57,-0.01,0.002,0.01,281.31
2024-09-22T06-30-00Z,45.7616667,13.4963333,11.85,20.95,-7.79,-0.009,-0.013,0.016,214.7,0.005,0.039,0.039,7.31
2024-09-22T06-40-00Z,45.7616667,13.4963333,11.88,20.95,-1.61,-0.017,0.014,0.022,309.47,0.011,0.007,0.013,57.53
2024-09-22T06-50-00Z,45.7616667,13.4963333,11.9,20.95,-8.11,0.005,0.009,0.01,29.05,0.007,0.033,0.034,11.98
2024-09-22T07-00-00Z,45.7616667,13.4963333,11.92,20.95,20.18,0.01,-0.024,0.026,157.38,0.015,-0.006,0.016,111.8
2024-09-22T07-10-00Z,45.7616667,13.4963333,11.94,20.96,-4.28,0.002,-0.015,0.015,172.41,-0.032,0.012,0.034,290.56
2024-09-22T07-20-00Z,45.7616667,13.4963333,11.96,20.96,3.04,0.006,0.016,0.017,20.56,0.001,0.004,0.004,14.04
2024-09-22T07-30-00Z,45.7616667,13.4963333,11.99,20.96,-6.82,-0.018,0.01,0.021,299.05,0.006,0.02,0.021,16.7
2024-09-22T07-40-00Z,45.7616667,13.4963333,12.01,20.96,0.34,-0.003,0.03,0.03,354.29,0.003,-0.001,0.003,108.43
2024-09-22T07-50-00Z,45.7616667,13.4963333,12.02,20.96,5.84,-0.015,0.014,0.021,313.03,-0.02,-0.017,0.026,229.64
2024-09-22T08-00-00Z,45.7616667,13.4963333,12.04,20.96,-15.17,-0.023,-0.005,0.024,257.74,-0.033,0.015,0.036,294.44
2024-09-22T08-10-00Z,45.7616667,13.4963333,12.06,20.96,-8.59,-0.016,0.003,0.016,280.62,-0.008,0.013,0.015,328.39
2024-09-22T08-20-00Z,45.7616667,13.4963333,12.08,20.97,-41.04,-0.002,0.022,0.022,354.81,-0.021,0.054,0.058,338.75
2024-09-22T08-30-00Z,45.7616667,13.4963333,12.11,20.97,-20.4,-0.035,0.001,0.035,271.64,-0.009,0.037,0.038,346.33
2024-09-22T08-40-00Z,45.7616667,13.4963333,12.13,20.97,-12.95,-0.022,0.037,0.043,329.26,0.002,0.028,0.028,4.09
2024-09-22T08-50-00Z,45.7616667,13.4963333,12.16,20.96,-21.47,-0.031,0.024,0.039,307.75,-0.008,0.016,0.018,333.43
2024-09-22T09-00-00Z,45.7616667,13.4963333,12.19,20.97,-22.89,-0.041,0.003,0.041,274.18,-0.01,0.036,0.037,344.48
2024-09-22T09-10-00Z,45.7616667,13.4963333,12.21,20.97,8.68,-0.015,-0.01,0.018,236.31,-0.007,-0.009,0.011,217.87
2024-09-22T09-20-00Z,45.7616667,13.4963333,12.22,20.97,-97.17,-0.068,-0.006,0.068,264.96,0.009,0.131,0.131,3.93
2024-09-22T09-30-00Z,45.7616667,13.4963333,12.23,20.97,-66.64,-0.034,-0.015,0.037,246.19,-0.018,0.088,0.09,348.44
2024-09-22T09-40-00Z,45.7616667,13.4963333,12.23,20.97,18.81,-0.04,-0.024,0.047,239.04,0.04,-0.005,0.04,97.13
2024-09-22T09-50-00Z,45.7616667,13.4963333,12.23,20.98,1.34,-0.026,-0.005,0.026,259.11,-0.004,0.001,0.004,284.04
2024-09-22T10-00-00Z,45.7616667,13.4963333,12.24,20.98,-39.7,-0.034,0.021,0.04,301.7,-0.015,0.055,0.057,344.74
2024-09-22T10-10-00Z,45.7616667,13.4963333,12.24,20.98,-11.4,-0.025,0.003,0.025,276.84,0.029,0.031,0.042,43.09
2024-09-22T10-20-00Z,45.7616667,13.4963333,12.24,20.98,-61.29,0.007,0.028,0.029,14.04,0.025,0.088,0.091,15.86
2024-09-22T10-30-00Z,45.7616667,13.4963333,12.24,20.98,-66.9,-0.005,0.002,0.005,291.8,-0.036,0.098,0.104,339.83
2024-09-22T10-40-00Z,45.7616667,13.4963333,12.24,20.98,-5.86,-0.01,-0.035,0.036,195.95,0.008,0.02,0.022,21.8
2024-09-22T10-50-00Z,45.7616667,13.4963333,12.23,20.98,8.08,-0.062,0.005,0.062,274.61,0.009,-0.009,0.013,135
2024-09-22T11-00-00Z,45.7616667,13.4963333,12.21,20.98,-3.18,-0.023,-0.044,0.05,207.6,0.015,0.018,0.023,39.81
2024-09-22T11-20-00Z,45.7616667,13.4963333,12.17,20.98,-70.98,-0.038,0.001,0.038,271.51,-0.023,0.086,0.089,345.03
2024-09-22T11-30-00Z,45.7616667,13.4963333,12.14,20.98,21.71,-0.023,0.028,0.036,320.6,-0.001,-0.041,0.041,181.4
2024-09-22T11-40-00Z,45.7616667,13.4963333,12.12,20.98,-47.23,-0.011,0.01,0.015,312.27,-0.035,0.024,0.042,304.44
2024-09-22T11-50-00Z,45.7616667,13.4963333,12.12,20.98,-84.94,-0.027,0.046,0.053,329.59,-0.009,0.106,0.106,355.15
2024-09-22T12-00-00Z,45.7616667,13.4963333,12.11,20.98,-79.24,-0.03,0.023,0.038,307.48,0.004,0.11,0.11,2.08
2024-09-22T12-10-00Z,45.7616667,13.4963333,12.1,20.98,-95.66,-0,0.05,0.05,0,-0.021,0.138,0.14,351.35
2024-09-22T12-20-00Z,45.7616667,13.4963333,12.09,20.98,8.58,-0.026,0.003,0.026,276.58,-0.013,-0.014,0.019,222.88
2024-09-22T12-30-00Z,45.7616667,13.4963333,12.07,20.98,31.4,-0.036,0.004,0.036,276.34,0.022,-0.04,0.046,151.19
2024-09-22T12-40-00Z,45.7616667,13.4963333,12.05,20.98,23,-0.03,0.007,0.031,283.13,0.017,-0.029,0.034,149.62
2024-09-22T12-50-00Z,45.7616667,13.4963333,12.01,20.98,58.5,-0.05,-0.024,0.055,244.36,0.013,-0.078,0.079,170.54
2024-09-22T13-00-00Z,45.7616667,13.4963333,11.98,20.98,42.77,-0.034,-0.001,0.034,268.32,0.029,-0.062,0.068,154.93
2024-09-22T13-20-00Z,45.7616667,13.4963333,11.9,20.98,55.34,0.006,-0.037,0.037,170.79,-0.022,-0.079,0.082,195.56
2024-09-22T13-30-00Z,45.7616667,13.4963333,11.88,20.98,31.53,-0.033,0.004,0.033,276.91,-0.015,-0.049,0.051,197.02
2024-09-22T13-40-00Z,45.7616667,13.4963333,11.84,20.98,56.87,0.002,0.009,0.009,12.53,0.028,-0.078,0.083,160.25
2024-09-22T13-50-00Z,45.7616667,13.4963333,11.82,20.98,41.06,-0.005,0.031,0.031,350.84,0.062,-0.056,0.084,132.09
2024-09-22T14-00-00Z,45.7616667,13.4963333,11.79,20.98,14.54,-0.026,0.021,0.033,308.93,0.021,-0.017,0.027,128.99
2024-09-22T14-10-00Z,45.7616667,13.4963333,11.75,20.98,51.79,-0.053,-0.001,0.053,268.92,0.016,-0.074,0.076,167.8
2024-09-22T14-20-00Z,45.7616667,13.4963333,11.72,20.99,41.6,-0.048,-0.021,0.052,246.37,0.013,-0.052,0.054,165.96
2024-09-22T14-30-00Z,45.7616667,13.4963333,11.69,20.99,30.82,-0.04,0.011,0.041,285.38,0.023,-0.043,0.049,151.86
2024-09-22T14-40-00Z,45.7616667,13.4963333,11.66,20.99,35.17,-0.031,0.024,0.039,307.75,-0.007,-0.061,0.061,186.55
2024-09-22T14-50-00Z,45.7616667,13.4963333,11.64,20.99,8.33,-0.053,-0.003,0.053,266.76,-0.03,-0.023,0.038,232.52
2024-09-22T15-00-00Z,45.7616667,13.4963333,11.62,20.99,13.57,-0.042,0.011,0.043,284.68,0.011,-0.031,0.033,160.46
2024-09-22T15-10-00Z,45.7616667,13.4963333,11.6,20.99,12.33,-0.062,-0.015,0.064,256.4,-0.004,-0.023,0.023,189.87
2024-09-22T15-20-00Z,45.7616667,13.4963333,11.58,20.99,16.21,-0.08,0.015,0.081,280.62,0.026,-0.038,0.046,145.62
2024-09-22T15-30-00Z,45.7616667,13.4963333,11.56,20.99,9.19,-0.106,0.001,0.106,270.54,-0.004,-0.026,0.026,188.75
2024-09-22T15-40-00Z,45.7616667,13.4963333,11.55,20.99,15.33,-0.062,0.014,0.064,282.72,-0.024,-0.035,0.042,214.44
2024-09-22T15-50-00Z,45.7616667,13.4963333,11.53,20.99,30.52,-0.114,-0.013,0.115,263.49,0.03,-0.047,0.056,147.45
2024-09-22T16-00-00Z,45.7616667,13.4963333,11.51,20.99,39.78,-0.08,-0.022,0.083,254.62,-0.008,-0.06,0.061,187.59
2024-09-22T16-10-00Z,45.7616667,13.4963333,11.49,20.99,41.01,-0.09,-0.006,0.09,266.19,0.011,-0.064,0.065,170.25
2024-09-22T16-20-00Z,45.7616667,13.4963333,11.46,20.99,17.67,-0.064,0.005,0.064,274.47,0.031,-0.022,0.038,125.36
2024-09-22T16-30-00Z,45.7616667,13.4963333,11.44,21,10.83,-0.069,0.002,0.069,271.66,0.005,-0.015,0.016,161.57
2024-09-22T16-40-00Z,45.7616667,13.4963333,11.43,21,23.06,-0.015,-0.012,0.019,231.34,-0.032,-0.044,0.054,216.03
2024-09-22T16-50-00Z,45.7616667,13.4963333,11.42,21,6.55,-0.045,0.013,0.047,286.11,-0.021,-0.016,0.026,232.7
2024-09-22T17-00-00Z,45.7616667,13.4963333,11.42,21,30.02,-0.026,-0.004,0.026,261.25,-0.033,-0.061,0.069,208.41
2024-09-22T17-10-00Z,45.7616667,13.4963333,11.41,21,28.1,-0.107,-0.026,0.11,256.34,-0.006,-0.04,0.04,188.53
2024-09-22T17-20-00Z,45.7616667,13.4963333,11.41,21,14.94,-0.078,-0.005,0.078,266.33,-0.011,-0.028,0.03,201.45
2024-09-22T17-30-00Z,45.7616667,13.4963333,11.43,21,10.83,-0.062,-0.015,0.064,256.4,-0.01,-0.006,0.012,239.04
2024-09-22T17-50-00Z,45.7616667,13.4963333,11.41,21,21.2,-0.066,0.014,0.067,281.98,-0,-0.039,0.039,180
2024-09-22T18-00-00Z,45.7616667,13.4963333,11.41,21,21.46,-0.068,-0.033,0.076,244.11,0.011,-0.025,0.027,156.25
2024-09-22T18-10-00Z,45.7616667,13.4963333,11.41,21.01,8.96,-0.085,-0.017,0.087,258.69,-0.022,-0.003,0.022,262.23
2024-09-22T18-20-00Z,45.7616667,13.4963333,11.41,21.01,0.09,-0.029,0.025,0.038,310.76,-0.03,-0.004,0.03,262.41
2024-09-22T18-30-00Z,45.7616667,13.4963333,11.4,21.02,10.59,-0.045,-0.006,0.045,262.41,-0.001,-0.013,0.013,184.4
2024-09-22T18-40-00Z,45.7616667,13.4963333,11.42,21.02,2.61,-0.029,0.01,0.031,289.03,-0.003,-0.005,0.006,210.96
2024-09-22T18-50-00Z,45.7616667,13.4963333,11.45,21.02,5.56,-0.011,0.043,0.044,345.65,-0.035,-0.023,0.042,236.69
2024-09-22T19-00-00Z,45.7616667,13.4963333,11.46,21.02,-23.39,-0.021,-0.009,0.023,246.8,-0.014,0.044,0.046,342.35
2024-09-22T19-10-00Z,45.7616667,13.4963333,11.49,21.02,-4.41,-0.004,0.014,0.015,344.05,-0.029,-0.012,0.031,247.52
2024-09-22T19-20-00Z,45.7616667,13.4963333,11.53,21.02,-4.53,-0.039,0.002,0.039,272.94,-0.038,0.001,0.038,271.51
2024-09-22T19-30-00Z,45.7616667,13.4963333,11.55,21.02,-5.45,-0.043,-0.002,0.043,267.34,-0.002,0.023,0.023,355.03
2024-09-22T19-40-00Z,45.7616667,13.4963333,11.58,21.02,-26.6,-0.097,-0.037,0.104,249.12,-0.033,0.047,0.057,324.93
2024-09-22T19-50-00Z,45.7616667,13.4963333,11.6,21.02,-34.82,-0.054,-0.038,0.066,234.87,-0.042,0.068,0.08,328.3
2024-09-22T20-00-00Z,45.7616667,13.4963333,11.62,21.03,-0.22,-0.051,0.001,0.051,271.12,-0.004,0.022,0.022,349.7
2024-09-22T20-10-00Z,45.7616667,13.4963333,11.63,21.03,-35.45,-0.114,0.016,0.115,277.99,-0.054,0.051,0.074,313.36
2024-09-22T20-20-00Z,45.7616667,13.4963333,11.65,21.03,-32.49,-0.019,-0.002,0.019,263.99,-0.038,0.065,0.075,329.69
2024-09-22T20-30-00Z,45.7616667,13.4963333,11.68,21.04,-13.55,-0.02,0.02,0.028,315,-0.018,0.012,0.022,303.69
2024-09-22T20-40-00Z,45.7616667,13.4963333,11.7,21.04,-5.66,-0.017,0.004,0.017,283.24,-0.04,0.005,0.04,277.13
2024-09-22T20-50-00Z,45.7616667,13.4963333,11.73,21.03,-8.23,-0.003,0.002,0.004,303.69,-0.012,0.014,0.018,319.4
2024-09-22T21-00-00Z,45.7616667,13.4963333,11.76,21.03,-11.1,0.006,0.033,0.034,10.3,-0.05,-0.002,0.05,267.71
2024-09-22T21-10-00Z,45.7616667,13.4963333,11.78,21.03,6.29,-0.029,0.008,0.03,285.42,-0.029,-0.026,0.039,228.12
2024-09-22T21-20-00Z,45.7616667,13.4963333,11.8,21.03,-0.8,-0.003,0.023,0.023,352.57,-0.029,-0.008,0.03,254.58
2024-09-22T21-30-00Z,45.7616667,13.4963333,11.8,21.03,3.75,-0.031,0.001,0.031,271.85,-0.021,-0.005,0.022,256.61
2024-09-22T21-40-00Z,45.7616667,13.4963333,11.83,21.03,19.59,-0.033,0.013,0.035,291.5,-0.024,-0.038,0.045,212.28
2024-09-22T21-50-00Z,45.7616667,13.4963333,11.84,21.02,12.8,-0.002,-0.008,0.008,194.04,-0.033,-0.016,0.037,244.13
2024-09-22T22-00-00Z,45.7616667,13.4963333,11.84,21.02,35.74,-0.011,0.006,0.013,298.61,-0.014,-0.062,0.064,192.72
2024-09-22T22-10-00Z,45.7616667,13.4963333,11.88,21.02,5.95,-0.053,0.047,0.071,311.57,-0.023,-0.027,0.035,220.43
2024-09-22T22-20-00Z,45.7616667,13.4963333,11.9,21.01,-6.8,-0.029,0.056,0.063,332.62,-0.026,-0.011,0.028,247.07
2024-09-22T22-30-00Z,45.7616667,13.4963333,11.91,20.99,-5.9,-0.049,0.053,0.072,317.25,-0.015,-0.014,0.021,226.97
2024-09-22T22-40-00Z,45.7616667,13.4963333,11.93,20.97,17.71,-0.041,0.026,0.049,302.38,0,-0.035,0.035,180
2024-09-22T22-50-00Z,45.7616667,13.4963333,11.93,20.95,26.81,-0.003,0.021,0.021,351.87,-0.021,-0.054,0.058,201.25
2024-09-22T23-00-00Z,45.7616667,13.4963333,11.94,20.92,27.42,-0.039,0.014,0.041,289.75,-0.024,-0.057,0.062,202.83
2024-09-22T23-10-00Z,45.7616667,13.4963333,11.95,20.89,39.59,-0.024,-0.015,0.028,237.99,-0.026,-0.068,0.073,200.92
