dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-27T14-20-00Z,45.7616667,13.4963333,12,13.24,1603.23,0.42,-1.94,1.985,167.78,0.832,-1.861,2.039,155.91
2024-09-27T14-30-00Z,45.7616667,13.4963333,12.04,13.28,1609.92,0.497,-1.892,1.956,165.28,0.871,-1.869,2.062,155.01
2024-09-27T14-40-00Z,45.7616667,13.4963333,12.05,13.32,1623.88,0.413,-1.868,1.913,167.53,0.831,-1.912,2.085,156.51
2024-09-27T14-50-00Z,45.7616667,13.4963333,12.09,13.36,1632.69,0.484,-1.883,1.944,165.58,0.903,-1.887,2.092,154.43
2024-09-27T15-00-00Z,45.7616667,13.4963333,12.1,13.4,1599.94,0.509,-1.914,1.981,165.11,0.894,-1.833,2.039,154
2024-09-27T15-10-00Z,45.7616667,13.4963333,12.1,13.43,1531.35,0.486,-1.935,1.995,165.9,0.83,-1.734,1.922,154.42
2024-09-27T15-20-00Z,45.7616667,13.4963333,12.11,13.46,1695.65,0.499,-1.983,2.045,165.88,0.884,-1.982,2.17,155.96
2024-09-27T15-30-00Z,45.7616667,13.4963333,12.12,13.49,1846.53,0.443,-2.014,2.062,167.59,0.858,-2.008,2.184,156.86
2024-09-27T15-40-00Z,45.7616667,13.4963333,12.13,13.51,1793.21,0.519,-2.054,2.119,165.82,0.854,-1.914,2.096,155.95
2024-09-27T15-50-00Z,45.7616667,13.4963333,12.15,13.54,1823.63,0.493,-2.045,2.104,166.45,0.878,-1.935,2.125,155.59
2024-09-27T16-00-00Z,45.7616667,13.4963333,12.19,13.55,1734.47,0.567,-1.974,2.054,163.97,0.9,-1.786,2,153.26
2024-09-27T16-10-00Z,45.7616667,13.4963333,12.22,13.57,1855.87,0.615,-2.082,2.171,163.54,0.948,-1.922,2.143,153.75
2024-09-27T16-20-00Z,45.7616667,13.4963333,12.22,13.58,1836.33,0.558,-2.069,2.143,164.91,0.848,-1.931,2.109,156.29
2024-09-27T16-30-00Z,45.7616667,13.4963333,12.26,13.59,1869.23,0.437,-2.081,2.126,168.14,0.823,-1.986,2.15,157.49
2024-09-27T16-40-00Z,45.7616667,13.4963333,12.26,13.6,1875.46,0.493,-2.119,2.176,166.9,0.842,-1.995,2.165,157.12
2024-09-27T16-50-00Z,45.7616667,13.4963333,12.28,13.6,1930.42,0.567,-2.098,2.173,164.88,0.951,-2.032,2.244,154.92
2024-09-27T17-00-00Z,45.7616667,13.4963333,12.28,13.61,1936.34,0.564,-2.141,2.214,165.24,0.979,-2.032,2.256,154.28
2024-09-27T17-10-00Z,45.7616667,13.4963333,12.3,13.61,1975.53,0.547,-2.204,2.271,166.06,0.916,-2.077,2.27,156.2
2024-09-27T17-20-00Z,45.7616667,13.4963333,12.28,13.61,1944.96,0.522,-2.171,2.233,166.48,0.917,-2.053,2.248,155.93
2024-09-27T17-30-00Z,45.7616667,13.4963333,12.32,13.61,1899.17,0.562,-2.163,2.235,165.44,0.906,-1.976,2.174,155.37
2024-09-27T17-40-00Z,45.7616667,13.4963333,12.33,13.61,1907.02,0.607,-2.149,2.233,164.23,0.929,-1.995,2.201,155.03
2024-09-27T17-50-00Z,45.7616667,13.4963333,12.36,13.6,2005.58,0.532,-2.215,2.278,166.49,0.881,-2.139,2.313,157.61
2024-09-27T18-00-00Z,45.7616667,13.4963333,12.36,13.59,2010.53,0.584,-2.186,2.263,165.04,1.01,-2.11,2.339,154.42
2024-09-27T18-10-00Z,45.7616667,13.4963333,12.34,13.58,2002.77,0.647,-2.232,2.324,163.83,0.993,-2.089,2.313,154.58
2024-09-27T18-20-00Z,45.7616667,13.4963333,12.36,13.58,1968.13,0.516,-2.346,2.402,167.6,0.88,-2.06,2.24,156.87
2024-09-27T18-30-00Z,45.7616667,13.4963333,12.38,13.57,2056.37,0.577,-2.328,2.398,166.08,0.954,-2.164,2.365,156.21
2024-09-27T18-40-00Z,45.7616667,13.4963333,12.31,13.56,2020.7,0.728,-2.3,2.412,162.44,1.036,-2.069,2.314,153.4
2024-09-27T18-50-00Z,45.7616667,13.4963333,12.34,13.55,2084.65,0.686,-2.376,2.473,163.9,1,-2.168,2.388,155.24
2024-09-27T19-00-00Z,45.7616667,13.4963333,12.32,13.54,2080.16,0.64,-2.328,2.414,164.63,0.982,-2.181,2.392,155.76
2024-09-27T19-10-00Z,45.7616667,13.4963333,12.33,13.52,2215.98,0.572,-2.367,2.435,166.41,0.971,-2.383,2.573,157.83
2024-09-27T19-20-00Z,45.7616667,13.4963333,12.32,13.51,2187.47,0.606,-2.427,2.502,165.98,0.982,-2.321,2.52,157.07
2024-09-27T19-30-00Z,45.7616667,13.4963333,12.29,13.49,2159.5,0.611,-2.481,2.555,166.16,1.011,-2.277,2.491,156.06
2024-09-27T19-40-00Z,45.7616667,13.4963333,12.27,13.48,2211.55,0.517,-2.529,2.581,168.45,0.88,-2.365,2.523,159.59
2024-09-27T19-50-00Z,45.7616667,13.4963333,12.24,13.47,2223.93,0.47,-2.448,2.493,169.13,0.922,-2.4,2.571,158.98
2024-09-27T20-00-00Z,45.7616667,13.4963333,12.23,13.45,2180.84,0.621,-2.488,2.564,165.99,1.037,-2.284,2.508,155.58
2024-09-27T20-10-00Z,45.7616667,13.4963333,12.2,13.44,2237.28,0.513,-2.501,2.553,168.41,1.001,-2.378,2.58,157.17
2024-09-27T20-20-00Z,45.7616667,13.4963333,12.09,13.42,2129.54,0.76,-2.556,2.667,163.44,1.102,-2.478,2.712,156.02
2024-09-27T20-30-00Z,45.7616667,13.4963333,12.09,13.4,2103.94,0.603,-2.478,2.55,166.32,1.124,-2.444,2.69,155.3
2024-09-27T20-40-00Z,45.7616667,13.4963333,12.08,13.39,2157.7,0.626,-2.516,2.593,166.03,1.115,-2.536,2.77,156.27
2024-09-27T20-50-00Z,45.7616667,13.4963333,12.01,13.37,2162.17,0.77,-2.584,2.696,163.41,1.188,-2.486,2.755,154.46
2024-09-27T21-00-00Z,45.7616667,13.4963333,11.99,13.35,2148.86,0.609,-2.584,2.655,166.74,1.122,-2.502,2.742,155.85
2024-09-27T21-10-00Z,45.7616667,13.4963333,11.98,13.33,2198.85,0.75,-2.588,2.694,163.84,1.251,-2.534,2.826,153.73
2024-09-27T21-20-00Z,45.7616667,13.4963333,11.96,13.32,2139.51,0.721,-2.576,2.675,164.36,1.156,-2.468,2.725,154.9
2024-09-27T21-30-00Z,45.7616667,13.4963333,11.94,13.31,2204.07,0.555,-2.682,2.739,168.31,1.051,-2.591,2.796,157.92
2024-09-27T21-40-00Z,45.7616667,13.4963333,11.94,13.3,2198.27,0.746,-2.582,2.688,163.88,1.156,-2.554,2.803,155.65
2024-09-27T21-50-00Z,45.7616667,13.4963333,11.91,13.28,2125.13,0.523,-2.633,2.684,168.77,0.929,-2.517,2.683,159.74
2024-09-27T22-00-00Z,45.7616667,13.4963333,11.94,13.27,2180.32,0.662,-2.635,2.717,165.9,1.128,-2.531,2.771,155.98
2024-09-27T22-10-00Z,45.7616667,13.4963333,11.89,13.26,2239.86,0.675,-2.7,2.783,165.96,1.13,-2.609,2.843,156.58
2024-09-27T22-20-00Z,45.7616667,13.4963333,11.87,13.24,2204.55,0.718,-2.681,2.775,165.01,1.18,-2.538,2.799,155.06
2024-09-27T22-30-00Z,45.7616667,13.4963333,11.89,13.22,2226.37,0.663,-2.661,2.742,166.01,1.057,-2.611,2.817,157.96
2024-09-27T22-40-00Z,45.7616667,13.4963333,11.83,13.21,2245.49,0.545,-2.67,2.725,168.46,1.06,-2.643,2.848,158.15
2024-09-27T22-50-00Z,45.7616667,13.4963333,11.8,13.19,2259.2,0.583,-2.696,2.758,167.8,1.126,-2.642,2.872,156.92
2024-09-27T23-00-00Z,45.7616667,13.4963333,11.79,13.18,2283.31,0.526,-2.786,2.835,169.31,1.087,-2.678,2.89,157.91
2024-09-27T23-10-00Z,45.7616667,13.4963333,11.76,13.17,2237.89,0.535,-2.725,2.777,168.89,1.025,-2.64,2.832,158.78
2024-09-27T23-20-00Z,45.7616667,13.4963333,11.75,13.16,2249.46,0.621,-2.705,2.775,167.07,1.208,-2.596,2.863,155.05
2024-09-27T23-30-00Z,45.7616667,13.4963333,11.72,13.14,2281.21,0.724,-2.749,2.843,165.25,1.33,-2.602,2.922,152.93
2024-09-27T23-40-00Z,45.7616667,13.4963333,11.66,13.13,2268.08,0.52,-2.809,2.857,169.51,1.073,-2.668,2.876,158.09
2024-09-27T23-50-00Z,45.7616667,13.4963333,11.73,13.12,2269.66,0.758,-2.707,2.811,164.36,1.269,-2.597,2.89,153.96
2024-09-28T00-00-00Z,45.7616667,13.4963333,11.67,13.11,2241.9,0.696,-2.721,2.809,165.65,1.265,-2.556,2.852,153.67
2024-09-28T00-10-00Z,45.7616667,13.4963333,11.71,13.1,2215.92,0.727,-2.684,2.781,164.84,1.31,-2.518,2.838,152.51
2024-09-28T00-20-00Z,45.7616667,13.4963333,11.69,13.08,2232.99,0.626,-2.764,2.834,167.24,1.168,-2.567,2.82,155.53
2024-09-28T00-30-00Z,45.7616667,13.4963333,11.72,13.07,2172.44,0.694,-2.664,2.753,165.4,1.303,-2.455,2.779,152.04
2024-09-28T00-40-00Z,45.7616667,13.4963333,11.67,13.06,2201.93,0.693,-2.667,2.756,165.43,1.292,-2.494,2.809,152.61
2024-09-28T00-50-00Z,45.7616667,13.4963333,11.68,13.05,2174.92,0.606,-2.721,2.788,167.44,1.228,-2.468,2.757,153.55
2024-09-28T01-00-00Z,45.7616667,13.4963333,11.75,13.04,2220.87,0.495,-2.752,2.796,169.8,1.142,-2.573,2.815,156.07
2024-09-28T01-10-00Z,45.7616667,13.4963333,11.69,13.03,2191.78,0.572,-2.651,2.712,167.82,1.22,-2.522,2.802,154.18
2024-09-28T01-30-00Z,45.7616667,13.4963333,11.68,13.01,2151.99,0.586,-2.716,2.778,167.82,1.139,-2.448,2.7,155.05
2024-09-28T01-40-00Z,45.7616667,13.4963333,11.7,13,2160.71,0.595,-2.663,2.729,167.41,1.16,-2.479,2.737,154.92
2024-09-28T01-50-00Z,45.7616667,13.4963333,11.73,13,2103.62,0.531,-2.632,2.685,168.59,1.055,-2.425,2.645,156.49
2024-09-28T02-00-00Z,45.7616667,13.4963333,11.7,13,2122.65,0.459,-2.601,2.641,169.99,1.073,-2.471,2.694,156.53
2024-09-28T02-10-00Z,45.7616667,13.4963333,11.71,12.99,2128.16,0.448,-2.662,2.699,170.45,1.108,-2.454,2.693,155.7
2024-09-28T02-20-00Z,45.7616667,13.4963333,11.71,12.99,2114.31,0.339,-2.67,2.691,172.76,0.912,-2.503,2.664,159.98
2024-09-28T02-30-00Z,45.7616667,13.4963333,11.74,12.99,2161.22,0.573,-2.635,2.697,167.73,1.18,-2.487,2.753,154.62
2024-09-28T02-40-00Z,45.7616667,13.4963333,11.74,12.98,2152.92,0.479,-2.612,2.656,169.61,1.102,-2.511,2.742,156.3
2024-09-28T02-50-00Z,45.7616667,13.4963333,11.79,12.97,2077.33,0.537,-2.549,2.605,168.1,1.051,-2.409,2.628,156.43
2024-09-28T03-00-00Z,45.7616667,13.4963333,11.74,12.97,2110.32,0.583,-2.573,2.638,167.23,1.109,-2.437,2.677,155.53
2024-09-28T03-10-00Z,45.7616667,13.4963333,11.73,12.96,2066.57,0.591,-2.552,2.62,166.96,1.152,-2.361,2.627,153.99
2024-09-28T03-20-00Z,45.7616667,13.4963333,11.78,12.96,2051.43,0.517,-2.526,2.578,168.43,1.092,-2.364,2.604,155.21
2024-09-28T03-30-00Z,45.7616667,13.4963333,11.8,12.95,2037.34,0.635,-2.47,2.55,165.58,1.215,-2.324,2.622,152.4
2024-09-28T03-40-00Z,45.7616667,13.4963333,11.82,12.94,2026.28,0.618,-2.444,2.521,165.81,1.197,-2.312,2.603,152.63
2024-09-28T03-50-00Z,45.7616667,13.4963333,11.86,12.93,2005.24,0.501,-2.445,2.496,168.42,1.055,-2.315,2.544,155.5
2024-09-28T04-00-00Z,45.7616667,13.4963333,11.82,12.92,2044.12,0.554,-2.472,2.533,167.37,1.043,-2.399,2.616,156.5
2024-09-28T04-10-00Z,45.7616667,13.4963333,11.86,12.91,1920.66,0.626,-2.378,2.459,165.25,1.156,-2.164,2.453,151.89
2024-09-28T04-20-00Z,45.7616667,13.4963333,11.92,12.9,1953.56,0.468,-2.36,2.406,168.78,1.032,-2.276,2.499,155.61
2024-09-28T04-30-00Z,45.7616667,13.4963333,11.94,12.88,1952.13,0.372,-2.365,2.394,171.06,0.867,-2.325,2.481,159.55
2024-09-28T04-40-00Z,45.7616667,13.4963333,11.95,12.87,1918.12,0.442,-2.344,2.385,169.32,1.018,-2.226,2.448,155.42
2024-09-28T04-50-00Z,45.7616667,13.4963333,11.97,12.85,1892.25,0.521,-2.349,2.406,167.49,0.978,-2.192,2.4,155.96
2024-09-28T05-00-00Z,45.7616667,13.4963333,11.99,12.84,1899.18,0.473,-2.324,2.372,168.5,0.909,-2.239,2.416,157.9
2024-09-28T05-10-00Z,45.7616667,13.4963333,12.04,12.82,1917.01,0.585,-2.326,2.398,165.88,1.049,-2.21,2.446,154.61
2024-09-28T05-20-00Z,45.7616667,13.4963333,12.06,12.8,1852.17,0.555,-2.181,2.251,165.72,0.986,-2.163,2.377,155.49
2024-09-28T05-30-00Z,45.7616667,13.4963333,12.05,12.79,1821.42,0.423,-2.242,2.282,169.32,0.947,-2.125,2.326,155.98
2024-09-28T05-40-00Z,45.7616667,13.4963333,12.07,12.77,1839.4,0.449,-2.226,2.271,168.6,0.954,-2.143,2.346,156
2024-09-28T05-50-00Z,45.7616667,13.4963333,12.1,12.75,1879.27,0.492,-2.275,2.328,167.8,0.936,-2.209,2.399,157.04
2024-09-28T06-00-00Z,45.7616667,13.4963333,12.1,12.73,1849.09,0.446,-2.306,2.349,169.05,0.902,-2.158,2.339,157.32
2024-09-28T06-10-00Z,45.7616667,13.4963333,12.1,12.71,1824.4,0.465,-2.222,2.27,168.18,0.945,-2.126,2.327,156.04
2024-09-28T06-20-00Z,45.7616667,13.4963333,12.12,12.7,1929.24,0.519,-2.217,2.277,166.82,0.912,-2.056,2.249,156.08
2024-09-28T06-30-00Z,45.7616667,13.4963333,12.12,12.68,1908.04,0.546,-2.166,2.234,165.85,0.915,-2.037,2.233,155.81
2024-09-28T06-40-00Z,45.7616667,13.4963333,12.12,12.67,1922.44,0.565,-2.135,2.208,165.18,0.956,-2.005,2.221,154.51
2024-09-28T06-50-00Z,45.7616667,13.4963333,12.16,12.66,1916.99,0.54,-2.146,2.213,165.88,0.907,-2.027,2.221,155.89
2024-09-28T07-00-00Z,45.7616667,13.4963333,12.13,12.64,1868.68,0.556,-2.09,2.163,165.1,0.95,-1.995,2.21,154.54
2024-09-28T07-10-00Z,45.7616667,13.4963333,12.12,12.64,1844.08,0.505,-2.174,2.232,166.92,0.83,-1.975,2.142,157.21
2024-09-28T07-20-00Z,45.7616667,13.4963333,12.14,12.63,1847.12,0.51,-2.042,2.105,165.98,0.874,-1.973,2.158,156.11
2024-09-28T07-30-00Z,45.7616667,13.4963333,12.09,12.62,1700.89,0.492,-2.113,2.17,166.89,0.842,-1.985,2.156,157.01
2024-09-28T07-40-00Z,45.7616667,13.4963333,12.12,12.61,1862.95,0.552,-2.098,2.169,165.26,0.913,-1.978,2.179,155.22
2024-09-28T07-50-00Z,45.7616667,13.4963333,12.08,12.6,1602.92,0.521,-2.062,2.127,165.82,0.8,-1.866,2.03,156.79
2024-09-28T08-00-00Z,45.7616667,13.4963333,12.08,12.59,1555.23,0.504,-2.002,2.064,165.87,0.798,-1.797,1.966,156.06
2024-09-28T08-10-00Z,45.7616667,13.4963333,12.08,12.59,1591.61,0.514,-1.998,2.063,165.57,0.831,-1.847,2.025,155.78
2024-09-28T08-20-00Z,45.7616667,13.4963333,12.02,12.59,1564.02,0.543,-2.02,2.092,164.95,0.793,-1.81,1.976,156.34
2024-09-28T08-30-00Z,45.7616667,13.4963333,12.03,12.59,1603.6,0.521,-2.028,2.094,165.59,0.79,-1.866,2.026,157.05
2024-09-28T08-40-00Z,45.7616667,13.4963333,11.99,12.59,1605.18,0.597,-1.976,2.064,163.19,0.885,-1.847,2.048,154.4
2024-09-28T08-50-00Z,45.7616667,13.4963333,11.98,12.59,1531.47,0.446,-1.93,1.981,166.99,0.736,-1.808,1.952,157.85
2024-09-28T09-00-00Z,45.7616667,13.4963333,11.95,12.59,1545.53,0.545,-1.979,2.053,164.6,0.784,-1.782,1.947,156.25
2024-09-28T09-10-00Z,45.7616667,13.4963333,11.93,12.6,1538.05,0.432,-1.948,1.995,167.5,0.819,-1.773,1.953,155.21
2024-09-28T09-20-00Z,45.7616667,13.4963333,11.89,12.61,1495.83,0.461,-1.927,1.981,166.55,0.827,-1.709,1.899,154.18
2024-09-28T09-30-00Z,45.7616667,13.4963333,11.88,12.62,1547.07,0.458,-1.928,1.982,166.64,0.787,-1.802,1.966,156.41
2024-09-28T09-40-00Z,45.7616667,13.4963333,11.85,12.64,1579.9,0.402,-1.921,1.963,168.18,0.854,-1.837,2.026,155.07
2024-09-28T09-50-00Z,45.7616667,13.4963333,11.84,12.66,1440.58,0.471,-1.763,1.825,165.04,0.805,-1.664,1.848,154.18
2024-09-28T10-00-00Z,45.7616667,13.4963333,11.85,12.68,1424.6,0.47,-1.777,1.838,165.19,0.767,-1.67,1.838,155.33
2024-09-28T10-10-00Z,45.7616667,13.4963333,11.81,12.69,1391.73,0.465,-1.751,1.812,165.13,0.763,-1.612,1.783,154.67
2024-09-28T10-20-00Z,45.7616667,13.4963333,11.78,12.72,1435.87,0.435,-1.692,1.747,165.58,0.793,-1.686,1.863,154.81
2024-09-28T10-30-00Z,45.7616667,13.4963333,11.74,12.74,1394.06,0.378,-1.732,1.773,167.69,0.685,-1.634,1.772,157.26
2024-09-28T10-40-00Z,45.7616667,13.4963333,11.72,12.75,1404.27,0.355,-1.707,1.744,168.25,0.715,-1.658,1.806,156.67
2024-09-28T10-50-00Z,45.7616667,13.4963333,11.71,12.77,1341.62,0.382,-1.659,1.702,167.03,0.706,-1.562,1.714,155.68
2024-09-28T11-00-00Z,45.7616667,13.4963333,11.69,12.78,1322.8,0.39,-1.625,1.671,166.5,0.695,-1.542,1.691,155.74
2024-09-28T11-10-00Z,45.7616667,13.4963333,11.71,12.8,1305.48,0.317,-1.552,1.584,168.46,0.738,-1.515,1.685,154.03
2024-09-28T11-20-00Z,45.7616667,13.4963333,11.65,12.82,1305.68,0.335,-1.58,1.615,168.03,0.697,-1.529,1.68,155.49
2024-09-28T11-30-00Z,45.7616667,13.4963333,11.64,12.84,1235.31,0.329,-1.487,1.523,167.52,0.698,-1.452,1.611,154.33
2024-09-28T11-40-00Z,45.7616667,13.4963333,11.63,12.86,1217.47,0.356,-1.467,1.51,166.36,0.682,-1.42,1.575,154.35
2024-09-28T11-50-00Z,45.7616667,13.4963333,11.61,12.87,1187.8,0.318,-1.465,1.499,167.75,0.644,-1.348,1.494,154.46
2024-09-28T12-00-00Z,45.7616667,13.4963333,11.62,12.89,1147.22,0.276,-1.378,1.405,168.67,0.636,-1.323,1.468,154.33
2024-09-28T12-10-00Z,45.7616667,13.4963333,11.63,12.9,1163.3,0.336,-1.374,1.414,166.26,0.691,-1.312,1.483,152.23
2024-09-28T12-20-00Z,45.7616667,13.4963333,11.63,12.91,1117.43,0.25,-1.388,1.41,169.79,0.608,-1.297,1.432,154.88
2024-09-28T12-30-00Z,45.7616667,13.4963333,11.6,12.91,1054.55,0.29,-1.436,1.465,168.58,0.66,-1.339,1.493,153.76
2024-09-28T12-40-00Z,45.7616667,13.4963333,11.63,12.92,1117.19,0.353,-1.295,1.342,164.75,0.686,-1.292,1.463,152.03
2024-09-28T12-50-00Z,45.7616667,13.4963333,11.62,12.93,1095.02,0.242,-1.32,1.342,169.61,0.643,-1.274,1.427,153.22
2024-09-28T13-00-00Z,45.7616667,13.4963333,11.63,12.94,1049.81,0.255,-1.351,1.375,169.31,0.573,-1.186,1.317,154.21
2024-09-28T13-10-00Z,45.7616667,13.4963333,11.64,12.95,1006.43,0.209,-1.263,1.28,170.6,0.565,-1.159,1.289,154.01
2024-09-28T13-20-00Z,45.7616667,13.4963333,11.65,12.95,1050.3,0.27,-1.338,1.365,168.59,0.574,-1.202,1.332,154.47
2024-09-28T13-30-00Z,45.7616667,13.4963333,11.65,12.95,1056.38,0.253,-1.288,1.313,168.89,0.542,-1.254,1.366,156.63
2024-09-28T13-40-00Z,45.7616667,13.4963333,11.66,12.95,1070.98,0.299,-1.271,1.306,166.76,0.552,-1.26,1.376,156.34
2024-09-28T13-50-00Z,45.7616667,13.4963333,11.66,12.95,1039.6,0.318,-1.247,1.287,165.69,0.654,-1.191,1.359,151.23
2024-09-28T14-00-00Z,45.7616667,13.4963333,11.66,12.96,1057.42,0.337,-1.328,1.37,165.76,0.629,-1.199,1.354,152.32
2024-09-28T14-10-00Z,45.7616667,13.4963333,11.67,12.96,995.48,0.237,-1.195,1.218,168.78,0.632,-1.134,1.298,150.87
2024-09-28T14-20-00Z,45.7616667,13.4963333,11.67,12.95,1022.58,0.229,-1.145,1.168,168.69,0.627,-1.202,1.356,152.45
2024-09-28T14-30-00Z,45.7616667,13.4963333,11.64,12.95,1003.61,0.268,-1.221,1.25,167.62,0.575,-1.159,1.294,153.61
2024-09-28T14-40-00Z,45.7616667,13.4963333,11.62,12.95,965.53,0.265,-1.242,1.27,167.96,0.528,-1.118,1.236,154.72
2024-09-28T14-50-00Z,45.7616667,13.4963333,11.63,12.94,944.5,0.266,-1.153,1.183,167.01,0.538,-1.095,1.22,153.83
2024-09-28T15-00-00Z,45.7616667,13.4963333,11.64,12.94,939.39,0.28,-1.132,1.166,166.11,0.492,-1.107,1.211,156.04
2024-09-28T15-10-00Z,45.7616667,13.4963333,11.64,12.93,925.11,0.283,-1.095,1.131,165.51,0.574,-1.078,1.221,151.97
2024-09-28T15-20-00Z,45.7616667,13.4963333,11.64,12.93,926.83,0.305,-1.079,1.121,164.22,0.521,-1.106,1.223,154.78
2024-09-28T15-30-00Z,45.7616667,13.4963333,11.62,12.92,903.21,0.267,-1.11,1.142,166.47,0.499,-1.047,1.16,154.52
2024-09-28T15-40-00Z,45.7616667,13.4963333,11.62,12.91,893.93,0.238,-1.091,1.117,167.69,0.513,-1.024,1.145,153.39
2024-09-28T15-50-00Z,45.7616667,13.4963333,11.64,12.9,883.08,0.222,-1.069,1.092,168.27,0.5,-1.019,1.135,153.86
2024-09-28T16-00-00Z,45.7616667,13.4963333,11.65,12.88,850.85,0.243,-1.023,1.051,166.64,0.495,-0.973,1.092,153.04
2024-09-28T16-10-00Z,45.7616667,13.4963333,11.68,12.87,828.44,0.271,-1.014,1.05,165.04,0.487,-0.95,1.068,152.86
2024-09-28T16-20-00Z,45.7616667,13.4963333,11.72,12.84,811.17,0.207,-0.926,0.949,167.4,0.382,-0.977,1.049,158.64
2024-09-28T16-30-00Z,45.7616667,13.4963333,11.73,12.81,761.73,0.257,-0.993,1.026,165.49,0.36,-0.886,0.956,157.89
2024-09-28T16-40-00Z,45.7616667,13.4963333,11.78,12.78,753.05,0.175,-0.945,0.961,169.51,0.389,-0.882,0.964,156.2
2024-09-28T16-50-00Z,45.7616667,13.4963333,11.82,12.74,755.9,0.221,-0.96,0.985,167.04,0.428,-0.855,0.956,153.41
2024-09-28T17-00-00Z,45.7616667,13.4963333,11.85,12.7,761.8,0.218,-0.916,0.942,166.61,0.379,-0.89,0.967,156.93
2024-09-28T17-10-00Z,45.7616667,13.4963333,11.86,12.65,740.31,0.222,-0.927,0.953,166.53,0.367,-0.877,0.951,157.29
2024-09-28T17-20-00Z,45.7616667,13.4963333,11.88,12.61,752.5,0.247,-0.941,0.973,165.29,0.363,-0.902,0.972,158.08
2024-09-28T17-30-00Z,45.7616667,13.4963333,11.88,12.57,713.12,0.248,-0.892,0.926,164.46,0.447,-0.816,0.93,151.29
2024-09-28T17-40-00Z,45.7616667,13.4963333,11.87,12.53,787.81,0.208,-1.004,1.025,168.3,0.353,-0.946,1.01,159.54
2024-09-28T17-50-00Z,45.7616667,13.4963333,11.87,12.5,782.98,0.217,-0.997,1.02,167.72,0.388,-0.924,1.002,157.22
2024-09-28T18-00-00Z,45.7616667,13.4963333,11.9,12.46,720.83,0.224,-0.911,0.938,166.19,0.402,-0.836,0.928,154.32
2024-09-28T18-10-00Z,45.7616667,13.4963333,11.93,12.42,696.96,0.141,-0.85,0.862,170.58,0.418,-0.799,0.902,152.38
2024-09-28T18-20-00Z,45.7616667,13.4963333,11.93,12.39,726.59,0.219,-0.871,0.898,165.89,0.423,-0.836,0.937,153.16
2024-09-28T18-30-00Z,45.7616667,13.4963333,11.93,12.36,768.32,0.188,-0.936,0.955,168.64,0.398,-0.892,0.977,155.95
2024-09-28T18-40-00Z,45.7616667,13.4963333,11.93,12.33,778.16,0.189,-0.884,0.904,167.93,0.39,-0.934,1.012,157.34
2024-09-28T19-00-00Z,45.7616667,13.4963333,11.89,12.28,790.85,0.199,-0.969,0.989,168.39,0.422,-0.924,1.016,155.45
2024-09-28T19-10-00Z,45.7616667,13.4963333,11.89,12.25,793.7,0.178,-0.963,0.979,169.53,0.441,-0.927,1.027,154.56
2024-09-28T19-20-00Z,45.7616667,13.4963333,11.87,12.22,784.85,0.159,-0.959,0.972,170.59,0.437,-0.913,1.012,154.42
2024-09-28T19-30-00Z,45.7616667,13.4963333,11.88,12.19,773.01,0.178,-0.931,0.948,169.18,0.459,-0.89,1.001,152.72
2024-09-28T19-40-00Z,45.7616667,13.4963333,11.88,12.17,761.64,0.193,-0.912,0.932,168.05,0.428,-0.887,0.985,154.24
2024-09-28T19-50-00Z,45.7616667,13.4963333,11.92,12.14,679.35,0.173,-0.813,0.831,167.99,0.373,-0.784,0.868,154.56
2024-09-28T20-00-00Z,45.7616667,13.4963333,11.93,12.12,693.84,0.184,-0.852,0.872,167.81,0.338,-0.799,0.868,157.07
2024-09-28T20-10-00Z,45.7616667,13.4963333,11.91,12.1,749.56,0.175,-0.893,0.91,168.91,0.38,-0.881,0.959,156.67
2024-09-28T20-20-00Z,45.7616667,13.4963333,11.92,12.08,707.05,0.155,-0.86,0.874,169.78,0.363,-0.828,0.904,156.33
2024-09-28T20-30-00Z,45.7616667,13.4963333,11.89,12.06,720.18,0.181,-0.879,0.897,168.36,0.41,-0.83,0.926,153.71
2024-09-28T20-40-00Z,45.7616667,13.4963333,11.87,12.04,692.38,0.197,-0.851,0.874,166.97,0.416,-0.79,0.893,152.23
2024-09-28T20-50-00Z,45.7616667,13.4963333,11.87,12.03,671.33,0.156,-0.834,0.848,169.41,0.322,-0.797,0.86,158
2024-09-28T21-00-00Z,45.7616667,13.4963333,11.86,12.02,696.58,0.148,-0.88,0.892,170.45,0.368,-0.813,0.892,155.65
2024-09-28T21-10-00Z,45.7616667,13.4963333,11.82,12.01,733.53,0.144,-0.904,0.915,170.95,0.375,-0.86,0.938,156.44
2024-09-28T21-20-00Z,45.7616667,13.4963333,11.79,11.99,728.19,0.203,-0.898,0.921,167.26,0.399,-0.843,0.933,154.67
2024-09-28T21-30-00Z,45.7616667,13.4963333,11.73,11.98,741.59,0.241,-0.923,0.954,165.37,0.458,-0.844,0.96,151.51
2024-09-28T21-40-00Z,45.7616667,13.4963333,11.66,11.97,746.78,0.214,-0.932,0.956,167.07,0.455,-0.849,0.963,151.81
2024-09-28T21-50-00Z,45.7616667,13.4963333,11.56,11.95,741.9,0.237,-1.006,1.034,166.74,0.45,-0.959,1.059,154.86
