dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-30T06-00-00Z,45.7616667,13.4963333,11.87,10.88,226.66,0.049,-0.275,0.279,169.9,0.14,-0.252,0.288,150.95
2024-09-30T06-10-00Z,45.7616667,13.4963333,11.91,10.87,206.32,0.062,-0.227,0.235,164.72,0.115,-0.247,0.272,155.03
2024-09-30T06-20-00Z,45.7616667,13.4963333,11.94,10.87,209.78,0.024,-0.238,0.239,174.24,0.129,-0.247,0.279,152.42
2024-09-30T06-30-00Z,45.7616667,13.4963333,11.96,10.87,232.64,0.027,-0.29,0.291,174.68,0.135,-0.266,0.298,153.09
2024-09-30T06-40-00Z,45.7616667,13.4963333,11.99,10.86,216.92,0.018,-0.274,0.275,176.24,0.156,-0.238,0.285,146.76
2024-09-30T06-50-00Z,45.7616667,13.4963333,12.01,10.86,198.43,0.026,-0.249,0.25,174.04,0.117,-0.227,0.255,152.73
2024-09-30T07-00-00Z,45.7616667,13.4963333,12.05,10.85,211.17,0.05,-0.274,0.279,169.66,0.151,-0.222,0.268,145.78
2024-09-30T07-10-00Z,45.7616667,13.4963333,12.08,10.85,216.56,0.033,-0.249,0.251,172.45,0.113,-0.249,0.273,155.59
2024-09-30T07-20-00Z,45.7616667,13.4963333,12.12,10.84,196.79,0.056,-0.241,0.247,166.92,0.108,-0.186,0.215,149.86
2024-09-30T07-30-00Z,45.7616667,13.4963333,12.14,10.84,250.94,0.013,-0.258,0.258,177.12,0.117,-0.265,0.29,156.18
2024-09-30T07-40-00Z,45.7616667,13.4963333,12.16,10.84,242.42,0.061,-0.291,0.297,168.16,0.098,-0.257,0.275,159.13
2024-09-30T07-50-00Z,45.7616667,13.4963333,12.16,10.84,257.67,0.031,-0.282,0.284,173.73,0.128,-0.284,0.312,155.74
2024-09-30T08-00-00Z,45.7616667,13.4963333,12.15,10.84,279.16,0.044,-0.319,0.322,172.15,0.163,-0.294,0.336,151
2024-09-30T08-10-00Z,45.7616667,13.4963333,12.15,10.84,260.43,0.047,-0.305,0.309,171.24,0.133,-0.252,0.285,152.18
2024-09-30T08-20-00Z,45.7616667,13.4963333,12.15,10.85,262.6,0.042,-0.278,0.281,171.41,0.184,-0.272,0.328,145.92
2024-09-30T08-30-00Z,45.7616667,13.4963333,12.14,10.85,272.09,0.074,-0.236,0.247,162.59,0.135,-0.294,0.324,155.34
2024-09-30T08-40-00Z,45.7616667,13.4963333,12.14,10.86,273.06,0.073,-0.267,0.277,164.71,0.164,-0.288,0.331,150.34
2024-09-30T08-50-00Z,45.7616667,13.4963333,12.12,10.87,271.3,0.034,-0.298,0.3,173.49,0.129,-0.275,0.304,154.87
2024-09-30T09-00-00Z,45.7616667,13.4963333,12.1,10.88,281.78,0.048,-0.33,0.333,171.72,0.164,-0.329,0.368,153.5
2024-09-30T09-10-00Z,45.7616667,13.4963333,12.06,10.89,278.37,0.038,-0.325,0.327,173.33,0.151,-0.322,0.356,154.88
2024-09-30T09-20-00Z,45.7616667,13.4963333,12.01,10.9,280.92,0.075,-0.383,0.39,168.92,0.17,-0.316,0.359,151.72
2024-09-30T09-30-00Z,45.7616667,13.4963333,11.98,10.92,274.61,0.04,-0.372,0.374,173.86,0.137,-0.317,0.345,156.63
2024-09-30T09-40-00Z,45.7616667,13.4963333,11.94,10.94,300.44,0.064,-0.364,0.37,170.03,0.171,-0.342,0.382,153.43
2024-09-30T09-50-00Z,45.7616667,13.4963333,11.91,10.97,308.64,0.023,-0.38,0.381,176.54,0.15,-0.361,0.391,157.44
2024-09-30T10-00-00Z,45.7616667,13.4963333,11.87,11,277.71,0.069,-0.308,0.316,167.37,0.177,-0.318,0.364,150.9
2024-09-30T10-10-00Z,45.7616667,13.4963333,11.84,11.03,274.66,0.047,-0.317,0.32,171.57,0.152,-0.323,0.357,154.8
2024-09-30T10-20-00Z,45.7616667,13.4963333,11.8,11.07,283.83,0.039,-0.356,0.358,173.75,0.17,-0.33,0.371,152.74
2024-09-30T10-30-00Z,45.7616667,13.4963333,11.76,11.11,272.93,0.02,-0.346,0.347,176.69,0.162,-0.303,0.344,151.87
2024-09-30T10-40-00Z,45.7616667,13.4963333,11.72,11.15,288.15,0.025,-0.353,0.354,175.95,0.142,-0.343,0.371,157.51
2024-09-30T10-50-00Z,45.7616667,13.4963333,11.68,11.19,282.27,0.053,-0.338,0.342,171.09,0.181,-0.321,0.369,150.58
2024-09-30T11-10-00Z,45.7616667,13.4963333,11.64,11.26,256.47,0.064,-0.314,0.32,168.48,0.147,-0.295,0.33,153.51
2024-09-30T11-20-00Z,45.7616667,13.4963333,11.61,11.3,238.69,0.086,-0.356,0.366,166.42,0.173,-0.284,0.333,148.65
2024-09-30T11-30-00Z,45.7616667,13.4963333,11.57,11.34,257.58,0.031,-0.396,0.397,175.52,0.203,-0.302,0.364,146.09
2024-09-30T11-40-00Z,45.7616667,13.4963333,11.52,11.39,263.85,0.057,-0.349,0.354,170.72,0.194,-0.338,0.39,150.15
2024-09-30T11-50-00Z,45.7616667,13.4963333,11.48,11.43,228.31,0.043,-0.303,0.306,171.92,0.156,-0.295,0.334,152.13
2024-09-30T12-00-00Z,45.7616667,13.4963333,11.45,11.48,261.8,0.035,-0.349,0.351,174.27,0.196,-0.33,0.384,149.29
2024-09-30T12-10-00Z,45.7616667,13.4963333,11.44,11.53,256.58,0.054,-0.335,0.339,170.84,0.125,-0.336,0.358,159.59
2024-09-30T12-20-00Z,45.7616667,13.4963333,11.43,11.57,231.34,0.052,-0.28,0.285,169.48,0.159,-0.296,0.336,151.76
2024-09-30T12-30-00Z,45.7616667,13.4963333,11.41,11.63,226.84,0.036,-0.325,0.327,173.68,0.13,-0.291,0.319,155.93
2024-09-30T12-40-00Z,45.7616667,13.4963333,11.37,11.68,239.17,0.053,-0.374,0.378,171.93,0.169,-0.289,0.335,149.68
2024-09-30T12-50-00Z,45.7616667,13.4963333,11.35,11.74,200.77,0.054,-0.29,0.295,169.45,0.115,-0.259,0.283,156.06
2024-09-30T13-00-00Z,45.7616667,13.4963333,11.34,11.79,230.45,0.033,-0.315,0.317,174.02,0.126,-0.309,0.334,157.82
2024-09-30T13-10-00Z,45.7616667,13.4963333,11.33,11.84,194.63,0.043,-0.286,0.289,171.45,0.153,-0.253,0.296,148.84
2024-09-30T13-20-00Z,45.7616667,13.4963333,11.33,11.89,196.08,0.049,-0.317,0.321,171.21,0.134,-0.246,0.28,151.42
2024-09-30T13-30-00Z,45.7616667,13.4963333,11.32,11.93,183.81,0.071,-0.324,0.332,167.64,0.155,-0.209,0.26,143.44
2024-09-30T13-40-00Z,45.7616667,13.4963333,11.32,11.97,205.43,0.081,-0.279,0.291,163.81,0.14,-0.244,0.281,150.15
2024-09-30T13-50-00Z,45.7616667,13.4963333,11.31,12,220.18,0.07,-0.25,0.26,164.36,0.159,-0.281,0.323,150.5
2024-09-30T14-00-00Z,45.7616667,13.4963333,11.29,12.04,235.26,0.05,-0.309,0.313,170.81,0.171,-0.293,0.339,149.73
2024-09-30T14-10-00Z,45.7616667,13.4963333,11.29,12.07,239.89,0.005,-0.352,0.352,179.19,0.164,-0.301,0.343,151.42
2024-09-30T14-20-00Z,45.7616667,13.4963333,11.29,12.1,233.48,0.03,-0.33,0.331,174.81,0.13,-0.297,0.324,156.36
2024-09-30T14-30-00Z,45.7616667,13.4963333,11.29,12.13,240.78,0.055,-0.302,0.307,169.68,0.175,-0.308,0.354,150.4
2024-09-30T14-40-00Z,45.7616667,13.4963333,11.31,12.16,202.59,0.058,-0.279,0.285,168.26,0.127,-0.249,0.28,152.98
2024-09-30T14-50-00Z,45.7616667,13.4963333,11.31,12.18,219.35,0.016,-0.297,0.297,176.92,0.14,-0.293,0.325,154.46
2024-09-30T15-10-00Z,45.7616667,13.4963333,11.34,12.22,198.09,0.023,-0.253,0.254,174.81,0.13,-0.268,0.298,154.12
2024-09-30T15-20-00Z,45.7616667,13.4963333,11.37,12.24,197.7,0.027,-0.246,0.247,173.74,0.155,-0.244,0.289,147.57
2024-09-30T15-30-00Z,45.7616667,13.4963333,11.4,12.25,175.58,0.049,-0.23,0.235,167.97,0.123,-0.222,0.254,151.01
2024-09-30T15-40-00Z,45.7616667,13.4963333,11.41,12.25,176.72,0.044,-0.242,0.246,169.7,0.135,-0.216,0.255,147.99
2024-09-30T15-50-00Z,45.7616667,13.4963333,11.43,12.26,168.92,0.012,-0.251,0.251,177.26,0.108,-0.206,0.233,152.33
2024-09-30T16-00-00Z,45.7616667,13.4963333,11.46,12.25,150.28,0.066,-0.177,0.189,159.55,0.093,-0.2,0.221,155.06
2024-09-30T16-10-00Z,45.7616667,13.4963333,11.49,12.25,132.27,0.011,-0.164,0.164,176.16,0.099,-0.17,0.197,149.79
2024-09-30T16-20-00Z,45.7616667,13.4963333,11.51,12.24,133.27,-0.016,-0.174,0.175,185.25,0.048,-0.181,0.187,165.15
2024-09-30T16-30-00Z,45.7616667,13.4963333,11.54,12.68,113.47,-0.004,-0.079,0.079,182.9,0.073,-0.176,0.191,157.47
2024-09-30T16-40-00Z,45.7616667,13.4963333,11.59,13.94,116.43,-0.008,-0.056,0.057,188.13,0.096,-0.178,0.202,151.66
2024-09-30T16-50-00Z,45.7616667,13.4963333,11.63,14.87,106.9,-0.045,-0.055,0.071,219.29,0.065,-0.158,0.171,157.64
2024-09-30T17-00-00Z,45.7616667,13.4963333,11.66,15.55,85.04,-0.015,-0.025,0.029,210.96,0.056,-0.12,0.132,154.98
2024-09-30T17-20-00Z,45.7616667,13.4963333,11.75,16.41,117.7,0,-0.008,0.008,180,0.068,-0.162,0.176,157.23
2024-09-30T17-30-00Z,45.7616667,13.4963333,11.79,16.72,105.47,-0.006,-0.053,0.053,186.46,0.067,-0.127,0.144,152.19
2024-09-30T17-40-00Z,45.7616667,13.4963333,11.84,16.96,134.41,0.001,-0.017,0.017,176.63,0.057,-0.184,0.193,162.79
2024-09-30T17-50-00Z,45.7616667,13.4963333,11.86,17.17,153.13,-0.003,-0.033,0.033,185.19,0.056,-0.206,0.213,164.79
2024-09-30T18-00-00Z,45.7616667,13.4963333,11.88,17.34,180.49,-0.028,-0.05,0.057,209.25,0.083,-0.245,0.259,161.28
2024-09-30T18-10-00Z,45.7616667,13.4963333,11.89,17.46,197.43,0.014,-0.021,0.025,146.31,0.103,-0.277,0.296,159.6
2024-09-30T18-20-00Z,45.7616667,13.4963333,11.91,17.56,199.23,-0.014,-0.019,0.024,216.38,0.099,-0.285,0.302,160.84
2024-09-30T18-30-00Z,45.7616667,13.4963333,11.93,17.64,198.51,-0.018,-0.027,0.032,213.69,0.09,-0.274,0.288,161.82
2024-09-30T18-40-00Z,45.7616667,13.4963333,11.94,17.7,190.96,0.004,-0.001,0.004,104.04,0.108,-0.272,0.293,158.34
2024-09-30T18-50-00Z,45.7616667,13.4963333,11.96,17.75,191.68,0.025,0.005,0.025,78.69,0.123,-0.275,0.301,155.9
2024-09-30T19-00-00Z,45.7616667,13.4963333,11.96,17.77,197.9,-0.019,-0.01,0.021,242.24,0.097,-0.288,0.304,161.39
2024-09-30T19-10-00Z,45.7616667,13.4963333,11.96,17.79,196.74,0.005,-0.01,0.011,153.43,0.087,-0.291,0.304,163.35
2024-09-30T19-20-00Z,45.7616667,13.4963333,11.95,17.8,199.27,-0.024,-0.008,0.025,251.57,0.108,-0.282,0.302,159.04
2024-09-30T19-30-00Z,45.7616667,13.4963333,11.95,17.8,193.06,-0.008,-0.007,0.011,228.81,0.103,-0.284,0.302,160.07
2024-09-30T19-40-00Z,45.7616667,13.4963333,11.96,17.81,181.14,-0,0.018,0.018,0,0.061,-0.284,0.29,167.88
2024-09-30T19-50-00Z,45.7616667,13.4963333,11.97,17.81,170.96,-0.013,0.003,0.013,282.99,0.1,-0.242,0.262,157.55
2024-09-30T20-00-00Z,45.7616667,13.4963333,11.97,17.82,173.96,0.011,-0.008,0.014,126.03,0.067,-0.252,0.261,165.11
2024-09-30T20-10-00Z,45.7616667,13.4963333,11.97,17.82,173.04,-0.023,0.004,0.023,279.87,0.097,-0.248,0.266,158.64
2024-09-30T20-20-00Z,45.7616667,13.4963333,11.96,17.82,194.37,-0.016,0.014,0.021,311.19,0.057,-0.291,0.297,168.92
2024-09-30T20-30-00Z,45.7616667,13.4963333,11.94,17.82,209.02,-0.034,0.007,0.035,281.63,0.11,-0.308,0.327,160.35
2024-09-30T20-40-00Z,45.7616667,13.4963333,11.91,17.82,197.01,0.001,0.012,0.012,4.76,0.103,-0.289,0.307,160.38
2024-09-30T20-50-00Z,45.7616667,13.4963333,11.88,17.82,199.9,-0.013,0.002,0.013,278.75,0.128,-0.299,0.325,156.82
2024-09-30T21-00-00Z,45.7616667,13.4963333,11.84,17.83,208.82,-0.001,-0.001,0.001,225,0.114,-0.308,0.328,159.69
2024-09-30T21-10-00Z,45.7616667,13.4963333,11.8,17.83,212.33,-0.021,-0.015,0.026,234.46,0.123,-0.312,0.335,158.48
2024-09-30T21-20-00Z,45.7616667,13.4963333,11.76,17.83,217.16,0.005,0.007,0.009,35.54,0.126,-0.337,0.36,159.5
2024-09-30T21-30-00Z,45.7616667,13.4963333,11.71,17.82,230.4,-0.041,0.02,0.046,296,0.111,-0.368,0.384,163.22
2024-09-30T21-40-00Z,45.7616667,13.4963333,11.67,17.82,239.73,-0.006,-0.007,0.009,220.6,0.113,-0.374,0.391,163.19
2024-09-30T21-50-00Z,45.7616667,13.4963333,11.63,17.81,241.54,0.017,0.032,0.036,27.98,0.149,-0.36,0.39,157.52
2024-09-30T22-00-00Z,45.7616667,13.4963333,11.61,17.81,202.98,0.027,-0.002,0.027,94.24,0.11,-0.361,0.377,163.05
2024-09-30T22-10-00Z,45.7616667,13.4963333,11.56,17.81,206.46,-0.015,-0.023,0.027,213.11,0.145,-0.361,0.389,158.12
2024-09-30T22-20-00Z,45.7616667,13.4963333,11.53,17.81,180.89,0.007,0.024,0.025,16.26,0.125,-0.341,0.363,159.87
2024-09-30T22-30-00Z,45.7616667,13.4963333,11.5,17.81,182.86,-0.023,0.027,0.035,319.57,0.118,-0.341,0.361,160.91
2024-09-30T22-40-00Z,45.7616667,13.4963333,11.45,17.81,198.97,0.004,-0.002,0.004,116.57,0.15,-0.35,0.381,156.8
2024-09-30T22-50-00Z,45.7616667,13.4963333,11.4,17.81,207.6,0.009,-0.005,0.01,119.05,0.091,-0.398,0.408,167.12
2024-09-30T23-00-00Z,45.7616667,13.4963333,11.38,17.81,198.36,-0.01,0.01,0.014,315,0.118,-0.366,0.385,162.13
2024-09-30T23-10-00Z,45.7616667,13.4963333,11.36,17.81,181.25,-0.013,-0.017,0.021,217.41,0.105,-0.33,0.346,162.35
2024-09-30T23-20-00Z,45.7616667,13.4963333,11.35,17.81,175.5,-0.014,-0.022,0.026,212.47,0.111,-0.318,0.337,160.76
2024-09-30T23-30-00Z,45.7616667,13.4963333,11.33,17.81,172.02,-0.02,0.013,0.024,303.02,0.087,-0.317,0.329,164.65
2024-09-30T23-40-00Z,45.7616667,13.4963333,11.32,17.81,186.48,-0.006,-0.012,0.013,206.57,0.114,-0.342,0.36,161.57
2024-09-30T23-50-00Z,45.7616667,13.4963333,11.3,17.81,186.1,-0.013,-0.005,0.014,248.96,0.121,-0.337,0.358,160.25
2024-10-01T00-00-00Z,45.7616667,13.4963333,11.28,17.81,185.42,0.009,0.019,0.021,25.35,0.104,-0.346,0.361,163.27
2024-10-01T00-10-00Z,45.7616667,13.4963333,11.24,17.8,175.19,-0.02,-0.002,0.02,264.29,0.123,-0.324,0.347,159.21
2024-10-01T00-20-00Z,45.7616667,13.4963333,11.21,17.79,207.68,0.004,0.012,0.013,18.43,0.165,-0.382,0.416,156.64
2024-10-01T00-30-00Z,45.7616667,13.4963333,11.17,17.79,226.65,0.008,-0.019,0.021,157.17,0.166,-0.397,0.43,157.31
2024-10-01T00-40-00Z,45.7616667,13.4963333,11.15,17.79,212.54,0.014,0.007,0.016,63.43,0.146,-0.38,0.407,158.98
2024-10-01T00-50-00Z,45.7616667,13.4963333,11.14,17.79,178.12,0.019,0.036,0.041,27.82,0.108,-0.277,0.297,158.7
2024-10-01T01-10-00Z,45.7616667,13.4963333,11.12,17.8,209.52,-0.007,0.011,0.013,327.53,0.126,-0.347,0.369,160.04
2024-10-01T01-20-00Z,45.7616667,13.4963333,11.11,17.79,187.32,-0.003,-0.021,0.021,188.13,0.111,-0.289,0.31,158.99
2024-10-01T01-30-00Z,45.7616667,13.4963333,11.1,17.79,165.22,-0.007,0.032,0.033,347.66,0.133,-0.32,0.347,157.43
2024-10-01T01-40-00Z,45.7616667,13.4963333,11.1,17.79,151.47,-0.007,0.004,0.008,299.74,0.13,-0.284,0.312,155.4
2024-10-01T01-50-00Z,45.7616667,13.4963333,11.09,17.79,150.85,-0.046,0.01,0.047,282.26,0.099,-0.307,0.323,162.13
2024-10-01T02-00-00Z,45.7616667,13.4963333,11.09,17.79,161.59,0.006,0.029,0.03,11.69,0.108,-0.326,0.343,161.67
2024-10-01T02-10-00Z,45.7616667,13.4963333,11.11,17.79,187.15,-0.029,-0.023,0.037,231.58,0.083,-0.301,0.312,164.58
2024-10-01T02-20-00Z,45.7616667,13.4963333,11.12,17.78,181.84,0.003,-0.005,0.006,149.04,0.101,-0.269,0.287,159.42
2024-10-01T02-30-00Z,45.7616667,13.4963333,11.14,17.78,160.77,-0.012,-0.008,0.014,236.31,0.078,-0.249,0.261,162.61
2024-10-01T02-40-00Z,45.7616667,13.4963333,11.16,17.78,156.35,-0.029,0.017,0.034,300.38,0.138,-0.282,0.314,153.92
2024-10-01T02-50-00Z,45.7616667,13.4963333,11.2,17.78,134.47,-0.005,0.042,0.042,353.21,0.095,-0.247,0.265,158.96
2024-10-01T03-00-00Z,45.7616667,13.4963333,11.24,17.78,108.44,-0.002,-0.004,0.004,206.57,0.066,-0.186,0.197,160.46
2024-10-01T03-10-00Z,45.7616667,13.4963333,11.27,17.78,109.14,0.003,0.021,0.021,8.13,0.06,-0.195,0.204,162.9
2024-10-01T03-20-00Z,45.7616667,13.4963333,11.32,17.78,103.56,-0.006,0.047,0.047,352.72,0.036,-0.19,0.193,169.27
2024-10-01T03-30-00Z,45.7616667,13.4963333,11.35,17.78,96.81,0.002,0.015,0.015,7.59,0.04,-0.16,0.165,165.96
2024-10-01T03-40-00Z,45.7616667,13.4963333,11.39,17.77,84.12,-0.026,0.031,0.04,320.01,0.061,-0.142,0.155,156.75
2024-10-01T03-50-00Z,45.7616667,13.4963333,11.42,17.77,90.69,-0.051,0.064,0.082,321.45,0.066,-0.16,0.173,157.58
2024-10-01T04-00-00Z,45.7616667,13.4963333,11.47,17.77,76.45,0.012,0.024,0.027,26.57,0.03,-0.129,0.132,166.91
2024-10-01T04-10-00Z,45.7616667,13.4963333,11.51,17.76,56.85,-0.005,0.036,0.036,352.09,0.038,-0.085,0.093,155.91
2024-10-01T04-20-00Z,45.7616667,13.4963333,11.59,17.79,35.38,-0.039,0.031,0.05,308.48,-0,-0.059,0.059,180
2024-10-01T04-30-00Z,45.7616667,13.4963333,11.64,17.84,84.72,-0.036,0.021,0.042,300.26,0.007,-0.101,0.101,176.04
2024-10-01T04-40-00Z,45.7616667,13.4963333,11.7,17.92,75.56,-0.058,0.018,0.061,287.24,0.039,-0.104,0.111,159.44
2024-10-01T04-50-00Z,45.7616667,13.4963333,11.74,18,111.3,-0.023,0.008,0.024,289.18,0.046,-0.154,0.161,163.37
2024-10-01T05-00-00Z,45.7616667,13.4963333,11.8,18.06,99.18,-0.014,-0.005,0.015,250.35,0.024,-0.133,0.135,169.77
2024-10-01T05-10-00Z,45.7616667,13.4963333,11.85,18.11,92.14,-0.012,0.03,0.032,338.2,0.06,-0.128,0.141,154.89
2024-10-01T05-20-00Z,45.7616667,13.4963333,11.9,18.15,68.67,-0.028,0.028,0.04,315,0.048,-0.092,0.104,152.45
2024-10-01T05-30-00Z,45.7616667,13.4963333,11.93,18.18,87.11,-0.022,0.028,0.036,321.84,0.055,-0.115,0.127,154.44
2024-10-01T05-40-00Z,45.7616667,13.4963333,11.97,18.21,76.62,-0.027,0.026,0.037,313.92,0.033,-0.109,0.114,163.16
2024-10-01T05-50-00Z,45.7616667,13.4963333,12.01,18.24,89.73,-0.002,0.014,0.014,351.87,0.024,-0.122,0.124,168.87
2024-10-01T06-00-00Z,45.7616667,13.4963333,12.05,18.25,72.69,0.013,-0.005,0.014,111.04,0.029,-0.089,0.094,161.95
2024-10-01T06-10-00Z,45.7616667,13.4963333,12.11,18.28,68.23,-0.027,0.015,0.031,299.05,0.03,-0.088,0.093,161.18
2024-10-01T06-20-00Z,45.7616667,13.4963333,12.16,18.3,61.89,0.019,0.026,0.032,36.16,0.05,-0.069,0.085,144.07
2024-10-01T06-30-00Z,45.7616667,13.4963333,12.21,18.33,71.64,0.012,0.01,0.016,50.19,0.053,-0.09,0.104,149.51
2024-10-01T06-40-00Z,45.7616667,13.4963333,12.25,18.37,71.22,0.022,-0.057,0.061,158.9,-0.002,-0.072,0.072,181.59
2024-10-01T06-50-00Z,45.7616667,13.4963333,12.28,18.4,91.3,0.005,-0.009,0.01,150.95,0.043,-0.119,0.127,160.13
2024-10-01T07-00-00Z,45.7616667,13.4963333,12.29,18.41,104.37,0.008,0.002,0.008,75.96,0.082,-0.125,0.149,146.74
2024-10-01T07-10-00Z,45.7616667,13.4963333,12.31,18.42,108.3,0.006,0.023,0.024,14.62,0.058,-0.157,0.167,159.72
2024-10-01T07-20-00Z,45.7616667,13.4963333,12.31,18.43,121.36,0.01,-0.021,0.023,154.54,0.063,-0.163,0.175,158.87
2024-10-01T07-30-00Z,45.7616667,13.4963333,12.32,18.45,119.69,-0.028,0.005,0.028,280.12,0.075,-0.163,0.179,155.29
2024-10-01T07-40-00Z,45.7616667,13.4963333,12.32,18.46,132.68,-0.026,0.011,0.028,292.93,0.086,-0.185,0.204,155.07
2024-10-01T07-50-00Z,45.7616667,13.4963333,12.31,18.47,132.26,0.018,0.04,0.044,24.23,0.093,-0.195,0.216,154.5
2024-10-01T08-00-00Z,45.7616667,13.4963333,12.3,18.48,132.84,-0.016,-0.011,0.019,235.49,0.073,-0.186,0.2,158.57
2024-10-01T08-10-00Z,45.7616667,13.4963333,12.29,18.49,143.61,-0.011,0.025,0.027,336.25,0.069,-0.217,0.228,162.36
2024-10-01T08-20-00Z,45.7616667,13.4963333,12.28,18.5,148.09,0.015,-0.004,0.016,104.93,0.081,-0.208,0.223,158.72
2024-10-01T08-30-00Z,45.7616667,13.4963333,12.25,18.5,169.06,-0.013,0.005,0.014,291.04,0.074,-0.249,0.26,163.45
2024-10-01T08-40-00Z,45.7616667,13.4963333,12.24,18.51,165.5,-0.013,0.006,0.014,294.78,0.097,-0.234,0.253,157.48
2024-10-01T08-50-00Z,45.7616667,13.4963333,12.22,18.51,148.8,-0.016,-0.001,0.016,266.42,0.094,-0.207,0.227,155.58
2024-10-01T09-00-00Z,45.7616667,13.4963333,12.2,18.51,151.65,-0.02,-0.008,0.022,248.2,0.083,-0.205,0.221,157.96
2024-10-01T09-10-00Z,45.7616667,13.4963333,12.19,18.51,143.13,-0.012,0.012,0.017,315,0.099,-0.203,0.226,154
2024-10-01T09-20-00Z,45.7616667,13.4963333,12.17,18.51,165.47,-0.001,-0.003,0.003,198.43,0.087,-0.221,0.238,158.51
2024-10-01T09-30-00Z,45.7616667,13.4963333,12.15,18.51,160.83,0.002,0.005,0.005,21.8,0.061,-0.196,0.205,162.71
2024-10-01T09-40-00Z,45.7616667,13.4963333,12.12,18.5,177.12,-0.006,0.038,0.038,351.03,0.051,-0.224,0.23,167.17
2024-10-01T09-50-00Z,45.7616667,13.4963333,12.09,18.49,139.4,-0.028,-0.006,0.029,257.91,0.082,-0.201,0.217,157.81
2024-10-01T10-00-00Z,45.7616667,13.4963333,12.06,18.49,146.01,-0.007,0.021,0.022,341.57,0.043,-0.223,0.227,169.09
2024-10-01T10-10-00Z,45.7616667,13.4963333,12.02,18.48,158.17,0.026,0.011,0.028,67.07,0.069,-0.234,0.244,163.57
2024-10-01T10-20-00Z,45.7616667,13.4963333,11.98,18.48,135.91,0.012,-0.002,0.012,99.46,0.095,-0.178,0.202,151.91
2024-10-01T10-30-00Z,45.7616667,13.4963333,11.95,18.48,146.22,-0.044,0.008,0.045,280.3,0.112,-0.209,0.237,151.81
2024-10-01T10-40-00Z,45.7616667,13.4963333,11.91,18.48,158.18,-0.022,0.01,0.024,294.44,0.044,-0.245,0.249,169.82
2024-10-01T10-50-00Z,45.7616667,13.4963333,11.87,18.48,155.06,0.04,-0.003,0.04,94.29,0.115,-0.216,0.245,151.97
2024-10-01T11-00-00Z,45.7616667,13.4963333,11.82,18.48,175.66,-0.002,0.004,0.004,333.43,0.116,-0.25,0.276,155.11
2024-10-01T11-10-00Z,45.7616667,13.4963333,11.77,18.49,185.22,-0,0.002,0.002,0,0.101,-0.273,0.291,159.7
2024-10-01T11-20-00Z,45.7616667,13.4963333,11.72,18.49,183.23,-0.013,-0.007,0.015,241.7,0.118,-0.268,0.293,156.24
2024-10-01T11-30-00Z,45.7616667,13.4963333,11.68,18.49,175.77,-0.033,-0.014,0.036,247.01,0.125,-0.255,0.284,153.89
2024-10-01T11-40-00Z,45.7616667,13.4963333,11.64,18.5,150.93,-0.022,0.004,0.022,280.3,0.049,-0.238,0.243,168.37
2024-10-01T11-50-00Z,45.7616667,13.4963333,11.59,18.5,137.55,-0.03,-0.012,0.032,248.2,0.095,-0.23,0.249,157.56
2024-10-01T12-00-00Z,45.7616667,13.4963333,11.54,18.5,166.29,-0.006,0.023,0.024,345.38,0.122,-0.299,0.323,157.8
2024-10-01T12-10-00Z,45.7616667,13.4963333,11.48,18.49,150.78,-0.022,0.011,0.025,296.57,0.105,-0.279,0.298,159.38
2024-10-01T12-20-00Z,45.7616667,13.4963333,11.44,18.49,158.1,-0.025,-0.012,0.028,244.36,0.097,-0.28,0.296,160.89
2024-10-01T12-30-00Z,45.7616667,13.4963333,11.4,18.49,160.84,-0.01,-0.003,0.01,253.3,0.111,-0.282,0.303,158.51
2024-10-01T12-40-00Z,45.7616667,13.4963333,11.38,18.49,150.34,-0.038,0.006,0.038,278.97,0.071,-0.27,0.279,165.27
2024-10-01T12-50-00Z,45.7616667,13.4963333,11.36,18.48,141,-0.017,0.026,0.031,326.82,0.075,-0.26,0.271,163.91
2024-10-01T13-00-00Z,45.7616667,13.4963333,11.34,18.48,170.97,-0.003,0.007,0.008,336.8,0.073,-0.318,0.326,167.07
2024-10-01T13-10-00Z,45.7616667,13.4963333,11.31,18.47,166.31,0.003,0.009,0.009,18.43,0.104,-0.309,0.326,161.4
2024-10-01T13-20-00Z,45.7616667,13.4963333,11.29,18.47,185.84,0.01,-0.002,0.01,101.31,0.114,-0.332,0.351,161.05
2024-10-01T13-30-00Z,45.7616667,13.4963333,11.27,18.47,170.66,-0.022,0.043,0.048,332.9,0.121,-0.32,0.342,159.29
2024-10-01T13-40-00Z,45.7616667,13.4963333,11.26,18.47,167.98,-0.02,0.02,0.028,315,0.099,-0.303,0.319,161.91
2024-10-01T13-50-00Z,45.7616667,13.4963333,11.26,18.47,154.84,-0.029,0.022,0.036,307.18,0.084,-0.296,0.308,164.16
2024-10-01T14-00-00Z,45.7616667,13.4963333,11.25,18.47,173.58,-0.038,0.015,0.041,291.54,0.083,-0.323,0.333,165.59
2024-10-01T14-10-00Z,45.7616667,13.4963333,11.25,18.47,154.89,-0.016,0.017,0.023,316.74,0.082,-0.291,0.302,164.26
